Category,Message,gtrans_el
1,You have WON a guaranteed 1000 cash or a 2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am 7pm Cost 10p,"ΚΕΡΔΙΣΕΙΣ 1000 εγγυημένα μετρητά ή βραβείο 2000. Για να διεκδικήσετε το βραβείο έτους, καλέστε τον εκπρόσωπο εξυπηρέτησης πελατών στο 08714712412 μεταξύ 10 π.μ. 7 μ.μ. Κόστος 10 π.μ."
0,U attend ur driving lesson how many times a wk n which day,Παρακολουθείτε το μάθημα οδήγησης πόσες φορές την εβδομάδα ποια ημέρα
0,"Uncle G, just checking up on you. Do have a rewarding month","Θείος G, μόλις σε ελέγχει. Να έχετε έναν καλό μήνα"
0,Hello boytoy Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... loving kiss,Γεια σου boytoy Geeee... Μου λείπεις σήμερα. Μου αρέσει να σου στέλνω ένα tm και να σου υπενθυμίζω ότι σε σκέφτομαι... Και είσαι αγαπημένος... φιλί με αγάπη
0,I think the other two still need to get cash but we can def be ready by 9,"Νομίζω ότι οι άλλοι δύο πρέπει ακόμα να πάρουν μετρητά, αλλά μπορούμε να είμαστε έτοιμοι μέχρι τις 9"
0,Hey gals...U all wanna meet 4 dinner at n te,Γεια σας κορίτσια...Όλοι θέλετε να συναντηθούμε 4 δείπνο στο n te
0,Babe What are you doing Where are you Who are you talking to Do you think of me Are you being a good boy Are you missing me Do you love me,Μωρό μου τι κάνεις Πού είσαι Σε ποιον μιλάς Με σκέφτεσαι Είσαι καλό παιδί Σου λείπω με αγαπάς
0,Great How is the office today,Υπέροχα Πώς είναι το γραφείο σήμερα
0,"It's cool, we can last a little while. Getting more any time soon","Είναι ωραίο, μπορούμε να αντέξουμε λίγο. Λάβετε περισσότερα σύντομα"
0,sad puppy noise,λυπημένος θόρυβος κουταβιού
0,Yes its possible but dint try. Pls dont tell to any one k,Ναι είναι δυνατό αλλά μην προσπαθήσεις. Παρακαλώ μην το πείτε σε κανέναν k
0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,"Εν πάση περιπτώσει, χαίρεσαι μαζί μου όποτε είσαι τριγύρω γιατί χρειάζομαι μια δικαιολογία για να σκάσω τους ανθρώπους στη Σαρασότα"
0,Where you. What happen,Οπου. Τι συνέβη
0,I was gonna ask you lol but i think its at 7,Θα σε ρωτούσα lol αλλά νομίζω ότι είναι 7
1,Ur cash balance is currently 500 pounds to maximize ur cash in now send GO to 86688 only 150p meg. CC 08718720201 HG Suite342 2lands Row W1j6HL,"Το υπόλοιπο μετρητών σας είναι αυτήν τη στιγμή 500 λίβρες για να μεγιστοποιήσετε τα μετρητά σας, στείλτε τώρα το GO στο 86688 μόνο 150p meg. CC 08718720201 HG Suite342 2lands Row W1j6HL"
1,PRIVATE Your 2003 Account Statement for shows 800 un redeemed S.I.M. points. Call 08715203685 Identifier Code 4xx26 Expires 13 10 04,ΙΔΙΩΤΙΚΟ Η κατάσταση λογαριασμού 2003 για εκπομπές 800 μη εξαργυρωμένων S.I.M. σημεία. Καλέστε 08715203685 Κωδικός αναγνώρισης 4xx26 Λήγει 13 10 04
0,Go chase after her and run her over while she's crossing the street,Πήγαινε να την κυνηγήσεις και να την σκάσεις ενώ διασχίζει το δρόμο
1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p min. To stop texts call 08712460324 nat rate,Θα ήθελα να σας πω τις βαθύτερες πιο σκοτεινές μου φαντασιώσεις. Καλέστε με 09094646631 μόλις 60p min. Για να σταματήσετε τα μηνύματα καλέστε στο 08712460324 nat rate
0,Hey... Very inconvenient for your sis a not huh,Γεια σου... Πολύ άβολο για την αδερφή σου
0,Ok i vl..do u know i got adsense approved..,"Εντάξει, ξέρετε ότι έχω εγκριθεί από το Adsense.."
0,"Was really good to see you the other day dudette, been missing you","Χάρηκα πολύ που σε είδα τις προάλλες νταντέτα, μου έλειψες"
0,I want to go to perumbavoor,Θέλω να πάω στο perumbavoor
0,How many times i told in the stage all use to laugh. You not listen aha.,Πόσες φορές είπα στη σκηνή όλοι χρησιμοποιούν το γέλιο. Δεν ακούς αχ.
0,You didn't hear it from me,Δεν το άκουσες από εμένα
0,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,Ευχαριστώ που ήσουν εκεί για να μιλήσω μόνο το Σάββατο. Μου είσαι πολύ αγαπητός. Λατρεύω να σε έχω ως αδερφό και πρότυπο.
0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,Παρακαλώ διευκρινίστε εάν ένα ανοιχτό εισιτήριο μετ' επιστροφής που έχω μπορεί να προταθεί για να επιστρέψω στην Κεράλα.
1,Natalie 20 F is inviting you to be her friend. Reply YES 165 or NO 165 See her www.SMS.ac u natalie2k9 STOP Send STOP FRND to 62468,Η Natalie 20 F σε προσκαλεί να γίνεις φίλη της. Απάντηση ΝΑΙ 165 ή ΟΧΙ 165 Δείτε την www.SMS.ac u natalie2k9 ΣΤΟΠ Στείλτε STOP FRND στο 62468
0,She ran off with a younger man. we will make pretty babies together,Έφυγε τρέχοντας με έναν νεότερο άντρα. θα κάνουμε όμορφα μωρά μαζί
1,Jamster To get your free wallpaper text HEART to 88888 now T C apply. 16 only. Need Help Call 08701213186.,"Jamster Για να λάβετε τη δωρεάν ταπετσαρία σας, στείλτε το κείμενο HEART στο 88888, τώρα ισχύει T C. 16 μόνο. Χρειάζεστε βοήθεια Καλέστε στο 08701213186."
0,O ic lol. Should play 9 doors sometime yo,O ic lol. Θα πρέπει να παίξει 9 πόρτες κάποια στιγμή yo
0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...","Δεν ξέρω, ο μπαμπάς μου είπε ότι έρχεται σπίτι 2 μας έφερε έξω 4 μεσημεριανό. Ναι, θα πάω με εσένα. Σου τηλεφωνώ όταν φτάνω στο σχολείο..."
0,Desires u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,Επιθυμίες πηγαίνουμε στο γιατρό 4 συκώτι. Και γίνε λίγο κομψό. Διαχειριστείτε τα μαλλιά σας. Αυτό είναι.
0,Hmmm.still we dont have opener,Χμμμ. ακόμα δεν έχουμε ανοιχτήρι
0,Yeah so basically any time next week you can get away from your mom amp get up before 3,"Ναι, ουσιαστικά, οποιαδήποτε στιγμή την επόμενη εβδομάδα, μπορείτε να ξεφύγετε από τον ενισχυτή της μαμάς σας, σηκωθείτε πριν τις 3"
0,I will vote for wherever my heart guides me,Θα ψηφίσω όπου με καθοδηγήσει η καρδιά μου
0,With my sis lor... We juz watched italian job.,"Με την αδελφή μου, λορ... Είδαμε ιταλική δουλειά."
0,"Tick, tick, tick .... Where are you I could die of loneliness you know pouts stomps feet I need you ...","Τικ, τσιμπούρι, τσιμπούρι… Πού είσαι, θα μπορούσα να πεθάνω από τη μοναξιά, ξέρεις ότι μου βγάζει τα πόδια, σε χρειάζομαι…"
0,Lmao you know me so well...,Λμάο με ξέρεις τόσο καλά...
0,Am on a train back from northampton so i'm afraid not I'm staying skyving off today ho ho Will be around wednesday though. Do you fancy the comedy club this week by the way,"Είμαι σε ένα τρένο που επιστρέφω από το Νορθάμπτον, οπότε φοβάμαι ότι δεν θα μείνω πέφτοντας από τον ουρανό σήμερα, ho ho Θα είναι όμως γύρω στην Τετάρτη. Σας αρέσει το comedy club αυτή την εβδομάδα παρεμπιπτόντως"
0,Goodnight da thangam I really miss u dear.,Καληνύχτα da thangam Μου λείπεις πραγματικά.
0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,Hey next sun 1030 υπάρχει ένα βασικό μάθημα γιόγκα... στο bugis... Μπορούμε να το κάνουμε... Pilates intro next saat... Πες μου τι ώρα είσαι ελεύθερος
0,"Geeeee ... Your internet is really bad today, eh","Geeeee ... Το ίντερνετ σου είναι πολύ κακό σήμερα, ε"
0,I think i am disturbing her da,Νομίζω ότι ενοχλώ τον πατέρα της
0,"Sorry, I'll call you later. I am in meeting sir.","Συγγνώμη, θα σε καλέσω αργότερα. Είμαι σε συνάντηση κύριε."
0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh So r they free tonight,Δεν έχω κολλήσει στο περιβόλι στο αυτοκίνητο του μπαμπά μου. Θα πάω 4 δείπνο τώρα. U leh So r είναι ελεύθεροι απόψε
0,Ok i also wan 2 watch e 9 pm show...,"Εντάξει, θέλω επίσης να δω 2 και 21:00 εκπομπή..."
0,I dunno lei... Like dun haf...,Δεν ξέρω... Σαν νταν χαφ...
0,But your brother transfered only lt gt lt gt . Pa.,Αλλά ο αδερφός σου μετέφερε μόνο lte gt lt gte . Pa.
0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,Σας καλώ αργά. Απόγευμα και μετά η υπηρεσία mtnl έχει πρόβλημα στη νότια Βομβάη. Σε ακούω αλλά δεν μπορείς να με ακούσεις.
1,83039 62735 450 UK Break AccommodationVouchers terms conditions apply. 2 claim you mustprovide your claim number which is 15541,83039 62735 450 UK Break AccommodationVoucher όροι ισχύουν. 2 αξίωση πρέπει να δώσετε τον αριθμό της αξίωσής σας που είναι 15541
0,Talk to g and x about that,Μιλήστε στους g και x για αυτό
0,Hai dear friends... This is my new amp present number.. By Rajitha Raj Ranju,Αγαπητοί φίλοι... Αυτός είναι ο νέος μου παρών αριθμός ενισχυτή. Από τον Rajitha Raj Ranju
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys zed 08701417012 profit 2 charity.,5p 4 alfie Moon's Children in need τραγούδι στο ur mob. Πες στους m8s. Φιλανθρωπικό Txt Tone to 8007 for Nokias ή Poly charity for polys zed 08701417012 profit 2 φιλανθρωπικό.
0,As in different styles,Όπως σε διαφορετικά στυλ
1,WIN a 200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk age16 1.50perweeksub.,"ΚΕΡΔΙΣΤΕ ένα ξεφάντωμα 200 αγορών κάθε ΕΒΔΟΜΑΔΑ Ξεκινώντας ΤΩΡΑ. 2 αναπαραγωγή κειμένου STORE στο 88039. SkilGme. TsCs08714740323 1Winawk age16 1,50 perweeksub."
0,Gud ni8 dear..slp well..take care..swt dreams..Muah..,Gud ni8 αγαπητέ..slp καλά..πρόσεχε..swt όνειρα..Muah..
1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either 1000 cash or 200 prize. Just call 09066361921","Αυτή είναι η 2η προσπάθεια να συνάψετε σύμβαση με το U, έχετε κερδίσει το πρώτο βραβείο αυτής της εβδομάδας είτε 1000 μετρητά είτε 200 βραβεία. Απλώς καλέστε στο 09066361921"
0,"Well, i'm glad you didn't find it totally disagreeable ... Lol","Λοιπόν, χαίρομαι που δεν το βρήκες εντελώς δυσάρεστο... Lol"
0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.","Ρε φίλε, δεν με φλας τώρα. Αν πας τηλεφώνησέ με, πάρε με. Πώς κυρία. Να προσέχεις ω."
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow With 300 free minutes to any mobile 100 free texts Free Camcorder reply or call 08000930705.,Θέλετε ένα νέο έγχρωμο τηλέφωνο Nokia 3510i να παραδοθεί αύριο Με 300 δωρεάν λεπτά σε οποιοδήποτε κινητό 100 δωρεάν γραπτά μηνύματα Δωρεάν βιντεοκάμερα απαντήστε ή καλέστε στο 08000930705.
0,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,Ο Mark δουλεύει αύριο. Βγαίνει στις 5. Η δουλειά του είναι δίπλα στο σπίτι σου για να σε συναντήσει μετά.
0,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u amp u have to fight for ur self amp win the battle. VIVEKANAND G 9t.. SD.. ham Yeah, give me a call if you've got a minute ham HI BABE UAWAKE FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS FUCKINNICE SELFISH,DEVIOUSBITCH.ANYWAY,I L CALL U","Κράτα τα προβλήματά σου στην καρδιά σου, γιατί κανείς δεν θα παλέψει για σένα. Μόνο εσείς πρέπει να παλέψετε για να κερδίσετε τη μάχη. VIVEKANAND G 9t.. SD.. ζαμπόν Ναι, πάρε με ένα τηλέφωνο αν έχεις ένα λεπτό HI BABE UAWAKE FEELLIKW SHIT."
0,Amazing If you rearrange these letters it gives the same meaning... Dormitory Dirty room Astronomer Moon starer The eyes They see Election results Lies lets recount Mother in law Woman Hitler Eleven plus two Twelve plus one Its Amazing...,"Καταπληκτικό Αν αναδιατάξετε αυτά τα γράμματα, δίνει το ίδιο νόημα... Κοιτώνας Βρώμικο δωμάτιο Αστρονομικός Αστρονομιστής Τα μάτια Βλέπουν τα αποτελέσματα των εκλογών Ψέματα αφήνουν να μετρήσουν πεθερά Γυναίκα Χίτλερ Έντεκα συν δύο Δώδεκα συν ένα Είναι Καταπληκτικό..."
0,Aiya we discuss later lar... Pick up at 4 is it,Aiya θα συζητήσουμε αργότερα lar... Παραλαβή στις 4 είναι
0,Hey happy birthday...,Γεια σου χρόνια πολλά...
0,Sorry i missed your call. Can you please call back.,Συγγνώμη που έχασα την κλήση σας. Μπορείτε παρακαλώ να καλέσετε πίσω.
0,Omg if its not one thing its another. My cat has worms when does this bad day end,Ωχ αν δεν είναι ένα πράγμα είναι άλλο. Η γάτα μου έχει σκουλήκια πότε τελειώνει αυτή η κακή μέρα
0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.","Καλημέρα, υποφέρω από πυρετό και δυσεντερία ..δεν θα μπορέσω να έρθω στο γραφείο σήμερα."
0,I wont do anything de.,Δεν θα κάνω τίποτα.
0,What type of stuff do you sing,Τι είδους πράγματα τραγουδάτε
0,"St andre, virgil's cream","Άγιος Ανδρέας, κρέμα του Βιργίλιου"
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...","Παρε αχ... Λοιπόν, πήγαινε 4 με το αυτοκίνητο και μετά πήγαινε για ψώνια..."
0,Gokila is talking with you aha,Ο Γκοκίλα μιλάει μαζί σου αχ
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.","Γεια σου Shanil, Rakhesh εδώ. ευχαριστώ, έχω ανταλλάξει τα άκοπα διαμάντια. φεύγοντας πίσω. Εξαιρετική εξυπηρέτηση από τον Dino και τον Prem."
0,K.k.this month kotees birthday know,Κ.κ.αυτόν τον μήνα kotees γενέθλια ξέρω
0,But i'm really really broke oh. No amount is too small even lt gt,Αλλά είμαι πραγματικά σπασμένος ω. Κανένα ποσό δεν είναι πολύ μικρό ακόμα και lt gt
0,Sorry about that this is my mates phone and i didnt write it love Kate,Συγγνώμη που αυτό είναι το τηλέφωνο των συντρόφων μου και δεν το έγραψα αγαπώ την Kate
1,"TheMob Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper all 4 FREE","TheMob Πατήστε τον σύνδεσμο για να αποκτήσετε ένα premium παιχνίδι Pink Panther, το νέο αρ. 1 από τα Sugababes, ένα τρελό κινούμενο σχέδιο Zebra ή μια ταπετσαρία badass Hoody και τα 4 ΔΩΡΕΑΝ"
0,"Ah, well that confuses things, doesnt it I thought was friends with now. Maybe i did the wrong thing but i already sort of invited tho he may not come cos of money.","Α, αυτό μπερδεύει τα πράγματα, δεν το νόμιζα ότι είμαι φίλος τώρα. Ίσως έκανα το λάθος, αλλά έχω ήδη κάπως προσκληθεί, αλλά μπορεί να μην έρθει λόγω χρημάτων."
0,"Aight, call me once you're close","Ωχ, τηλεφώνησέ με μόλις είσαι κοντά"
0,Nope thats fine. I might have a nap tho,Όχι καλά. Μπορεί να έχω έναν υπνάκο
1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries netvision.uk.com,Αυτό το μήνυμα είναι για την παραγγελία περιεχομένου για κινητά. Έχει σταλεί εκ νέου καθώς η προηγούμενη προσπάθεια απέτυχε λόγω σφάλματος δικτύου Ερωτήματα προς customersqueries netvision.uk.com
0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,"Σε άλλες ειδήσεις, αφού με ταλαιπώρησε να του βάλω χόρτο για μια εβδομάδα, ο Αντρές δεν έχει χρήματα. HAUGHAIGHGTUJHYGUJ"
0,Ding me on ya break fassyole Blacko from londn,Ding me on ya break fassyole Blacko από το Λονδίνο
0,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,ΧΡΕΙΑΖΟΜΑΙ ΠΡΑΓΜΑΤΙΚΑ 2 KISS U MISS U MY BABY FROM UR BABY 4EVA
0,Oh you got many responsibilities.,"Ω, έχεις πολλές ευθύνες."
1,You have 1 new message. Please call 08715205273,Έχετε 1 νέο μήνυμα. Καλέστε στο 08715205273
0,I've reached sch already...,Έχω φτάσει ήδη στο sch...
1,December only Had your mobile 11mths You are entitled to update to the latest colour camera mobile for Free Call The Mobile Update VCo FREE on 08002986906,Μόνο Δεκέμβριος Είχε το κινητό σας 11 μήνες Έχετε το δικαίωμα να ενημερώσετε την πιο πρόσφατη έγχρωμη κάμερα κινητού για δωρεάν κλήση The Mobile Update VCo ΔΩΡΕΑΝ στο 08002986906
0,U definitely need a module from e humanities dis sem izzit U wan 2 take other modules 1st,Χρειάζεστε οπωσδήποτε μια ενότητα από τις ανθρωπιστικές επιστήμες dis sem izzit U wan 2 πάρτε άλλες ενότητες 1η
0,Argh why the fuck is nobody in town,Αχ γιατί στο διάολο δεν είναι κανείς στην πόλη
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.","Λάβετε τον τόνο 3 Lions England, απαντήστε lionm 4 mono ή lionp 4 poly. 4 ακόμη πηγαίνετε 2 www.ringtones.co.uk, το αρχικό n καλύτερο. Ισχύουν χρεώσεις χειριστή δικτύου Tones 3GBP."
0,Thanks. Fills me with complete calm and reassurance,Ευχαριστώ. Με γεμίζει με απόλυτη ηρεμία και επιβεβαίωση
0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...το ίδιο σημαίνει εδώ....
0,Are you driving or training,Οδηγείς ή προπονείσαι
0,Lol for real. She told my dad I have cancer,Λολ στα αλήθεια. Είπε στον πατέρα μου ότι έχω καρκίνο
1,PRIVATE Your 2003 Account Statement for 078,PRIVATE Κατάσταση λογαριασμού 2003 για 078
0,"Oops I did have it, lt gt","Ωχ, το είχα, lt gt"
0,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 GET A BUS TO YOR HOUSE,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI ΣΤΙΣ 6 ΠΑΡΤΕ ΛΕΩΦΟΡΕΙΟ ΣΤΟ ΣΠΙΤΙ ΣΑΣ
0,"Hi Chikku, send some nice msgs","Γεια σου Chikku, στείλε ωραία μηνύματα"
0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary","Είναι αδύνατο να μαλώσεις μαζί του και πάντα με αντιμετωπίζει σαν τον υπάλληλό του, σαν να μην με απελευθέρωσε ποτέ… Το οποίο έκανε και θα του το υπενθυμίσω αν χρειαστεί"
0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...","Μετά τη δουλειά μου αχ... Den 6 plus lor... U workin oso rite... Den go οπωρώνα lor, no other place to go liao..."
0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola","Στα υπέροχα Okors, καλό μήνα. Σας αγαπάμε παιδιά και σας ευχόμαστε να είστε καλά κάθε μέρα. MojiBiola"
0,Cuz ibored. And don wanna study,Ο Cuz βαριέμαι. Και δεν θέλω να σπουδάσω
0,Wot about on wed nite I am 3 then but only til 9,"Λοιπόν την Τετάρτη το βράδυ είμαι 3, αλλά μόνο μέχρι τις 9"
0,Any way where are you and what doing.,Σε κάθε περίπτωση που είσαι και τι κάνεις.
0,That sucks. I'll go over so u can do my hair. You'll do it free right,Αυτό είναι χάλια. Θα πάω για να μου φτιάξεις τα μαλλιά. Θα το κάνεις δωρεάν σωστά
0,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is lt gt,ακόμα δεν λειτουργεί. Και αυτή τη φορά προσπάθησα επίσης να προσθέσω μηδενικά. Αυτή ήταν η εξοικονόμηση. Ο έλεγχος είναι lt gt
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.","Χμ... Δεν ξέρω, ίσως μια τσάντα που σβήνει δεν είναι πολύ μικρή. Ή κάτι άλλο εκτός από άρωμα, κάτι που μπορώ να κρατήσω."
0,Sday only joined.so training we started today,Η Sday μόνο εντάχθηκε. έτσι ξεκινήσαμε σήμερα την προπόνηση
0,Sorry was at the grocers.,Συγγνώμη ήταν στα παντοπωλεία.
0,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema,Υπάρχουν μερικές ωραίες παμπ εδώ κοντά ή υπάρχει το Frankie and Benny's κοντά στον κινηματογράφο Warner
1,"YOU VE WON Your 4 Costa Del Sol Holiday or 5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost 1.50 pm, Max10mins","ΚΕΡΔΙΣΑΤΕ 4 Costa Del Sol Holiday or 5000 await συλλογή. Καλέστε στο 09050090044 Τώρα για να διεκδικήσετε. SAE, TC s, POBox334, Stockport, SK38xh, Κόστος 1,50 μ.μ., Μέγιστο 10 λεπτά"
0,Yup... I havent been there before... You want to go for the yoga I can call up to book,Ναι... Δεν έχω ξαναπάει εκεί... Θέλετε να πάτε για τη γιόγκα που μπορώ να καλέσω για κράτηση
0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,"Ω κλείσε το. Omg χθες είδα ένα όνειρο ότι είχα 2 παιδιά και τα δύο αγόρια. Ήμουν τόσο νευριασμένος. Όχι μόνο για τα παιδιά, αλλά για το ότι είναι αγόρια. Είπα ακόμη και στον Mark στο όνειρό μου ότι άλλαζε πάνες γιατί δεν χρωστάω στο πρόσωπο."
0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,"Ναι, φαντάζομαι ότι θα ήταν πολύ ευγενικός. Σε αντίθεση με τους άλλους γιατρούς που αντιμετωπίζουν τους ασθενείς τους σαν γαλοπούλες."
0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,"Τώρα που ξεκίνησες μη σταματάς. Απλώς προσευχηθείτε για περισσότερες καλές ιδέες και οτιδήποτε δω που μπορεί να σας βοηθήσει παιδιά, θα σας προωθήσω έναν σύνδεσμο."
0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,"Γεια σου αγάπη μου για την ελένη, θα πάω στους πρίγκιπες 2 νυχτερινή νύχτα, παρακαλώ έλα επάνω tb love Kate"
0,I'm in office now da where are you,Είμαι στο γραφείο τώρα και που είσαι
0,Aiyar u so poor thing... I give u my support k... Jia you I'll think of u...,Aiyar είσαι τόσο καημένη... Σου δίνω την υποστήριξή μου... Τζια θα σε σκεφτώ...
0,Oh unintentionally not bad timing. Great. Fingers the trains play along Will give fifteen min warning.,"Ω, άθελά μας, δεν είναι κακός χρόνος. Εξαιρετική. Τα δάχτυλα που παίζουν τα τρένα θα δώσουν προειδοποίηση δεκαπέντε λεπτών."
1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth 33 50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,Ετοιμάστε τον κήπο σας για το καλοκαίρι με μια ΔΩΡΕΑΝ επιλογή από καλοκαιρινούς βολβούς και σπόρους αξίας 33 50 μόνο με το The Scotsman αυτό το Σάββατο. Για να σταματήσετε το go2 notxt.co.uk
0,K..then come wenever u lik to come and also tel vikky to come by getting free time..,Κ..τότε έλα όποτε θέλεις να έρθεις και πες και στη Βίκυ να έρθει έχοντας ελεύθερο χρόνο..
0,Pls call me da. What happen.,"Σε παρακαλώ, φώναξέ με da. Τι συνέβη."
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life","Καλή χρονιά σε εσάς και την οικογένειά σας... είθε αυτό το νέο έτος να φέρει ευτυχία, σταθερότητα και ηρεμία στη ζωντανή πολύχρωμη ζωή σας"
0,No problem with the renewal. I.ll do it right away but i dont know his details.,"Κανένα πρόβλημα με την ανανέωση. Θα το κάνω αμέσως, αλλά δεν ξέρω τα στοιχεία του."
0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,Idk. Κάθομαι εδώ σε ένα πάρκινγκ στάσεων και καταστημάτων αυτή τη στιγμή και βουίζω τα μάτια μου γιατί νιώθω ότι είμαι αποτυχημένος σε όλα. Κανείς δεν με θέλει και τώρα νιώθω ότι σε απογοητεύω.
0,Haven't left yet so probably gonna be here til dinner,"Δεν έχω φύγει ακόμα, οπότε μάλλον θα είμαι εδώ μέχρι το δείπνο"
0,"Like lt gt , same question","Όπως lt gt , ίδια ερώτηση"
0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,Η ΠΡΩΤΟΧΡΟΝΙΑ ΜΟΥ ΗΤΑΝ ΟΚ. ΠΗΓΑ ΣΕ ΠΑΡΤΙ ΜΕ ΤΟΝ ΑΓΟΡΑ ΜΟΥ. ΠΟΙΟΣ ΕΙΝΑΙ ΑΥΤΟΣ SI ΤΟΤΕ ΓΕΙΑ
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.","Κύριε, χρειάζομαι την ημερομηνία γέννησης του κυρίου Velusamy και τα στοιχεία της τράπεζας της εταιρείας."
0,K k sms chat with me.,K k sms συνομιλήστε μαζί μου.
0,I will come with karnan car. Please wait till 6pm will directly goto doctor.,Θα έρθω με αυτοκίνητο καρνάν. Περιμένετε μέχρι τις 6 μ.μ. θα πάω απευθείας στον γιατρό.
0,No but the bluray player can,"Όχι, αλλά το bluray player μπορεί"
0,Ok... Then r we meeting later,Εντάξει... Τότε θα συναντηθούμε αργότερα
0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out,"Χαχα όχι. Απλώς πρέπει να εξαργυρώσω τα νίτρο μου. Βιαστείτε, ελάτε πριν τρακάρω έξω"
0,Just send a text. We'll skype later.,Απλώς στείλτε ένα μήνυμα. Θα κάνουμε skype αργότερα.
0,Ok leave no need to ask,"Εντάξει, μην χρειάζεται να ρωτήσω"
0,still got lessons in sch,πήρε ακόμα μαθήματα στο sch
0,Y she dun believe leh I tot i told her it's true already. I thk she muz c us tog then she believe.,"Δεν το πιστεύει, της είπα ότι είναι ήδη αλήθεια. Νομίζω ότι μας αγκάλιασε τότε πιστεύει."
0,Oh did you charge camera,Φόρτισες την κάμερα
0,"I ve got some salt, you can rub it in my open wounds if you like","Έχω λίγο αλάτι, μπορείτε να το τρίψετε στις ανοιχτές μου πληγές αν θέλετε"
0,Now i'm going for lunch.,Τώρα πάω για μεσημεριανό γεύμα.
0,I'm in school now n i'll be in da lab doing some stuff give me a call when r done.,"Είμαι στο σχολείο τώρα και θα είμαι στο εργαστήριο και θα κάνω κάποια πράγματα, τηλεφώνησέ με όταν τελειώσω."
0,"Aight, text me tonight and we'll see what's up","Ωχ, στείλε μου μήνυμα απόψε και θα δούμε τι θα γίνει"
0,U 2.,U 2.
